Employee_ID,Attrition_rate
EID_24211,0.153
EID_14709,0.1435
EID_18747,0.1461
EID_16077,0.143
EID_15440,0.144
EID_4935,0.1173
EID_13791,0.149
EID_16876,0.1486
EID_1335,0.152
EID_19086,0.1569
EID_12872,0.1655
EID_11623,0.1486
EID_7807,0.15
EID_9605,0.1423
EID_12736,0.1502
EID_20565,0.1351
EID_17225,0.1516
EID_19974,0.1387
EID_16045,0.1538
EID_2082,0.1634
EID_22219,0.1349
EID_19439,0.1503
EID_2979,0.1524
EID_24414,0.1463
EID_15148,0.1571
EID_10690,0.1285
EID_16346,0.1493
EID_22752,0.153
EID_21746,0.1672
EID_1705,0.1564
EID_7498,0.1461
EID_6874,0.152
EID_4543,0.1505
EID_8931,0.1437
EID_16435,0.1523
EID_16767,0.1385
EID_3058,0.1418
EID_16381,0.1552
EID_17190,0.1386
EID_7079,0.1481
EID_10191,0.1533
EID_1378,0.15
EID_20222,0.1723
EID_6156,0.1451
EID_5975,0.1311
EID_18682,0.1422
EID_8837,0.139
EID_24686,0.1281
EID_9869,0.1527
EID_14673,0.1497
EID_14443,0.1236
EID_21591,0.1621
EID_25240,0.1486
EID_18365,0.1548
EID_9260,0.1446
EID_10696,0.1481
EID_18012,0.1361
EID_17421,0.1587
EID_23615,0.1552
EID_14132,0.1618
EID_13168,0.1368
EID_16973,0.1359
EID_13426,0.1465
EID_1493,0.1294
EID_3994,0.1481
EID_10574,0.1413
EID_12394,0.1334
EID_4781,0.1438
EID_24911,0.1554
EID_3205,0.1543
EID_25568,0.1428
EID_4343,0.1511
EID_4330,0.1526
EID_12518,0.1375
EID_18426,0.1434
EID_3862,0.1462
EID_13478,0.1487
EID_5607,0.1473
EID_22353,0.1568
EID_18346,0.1423
EID_5978,0.1579
EID_3391,0.1462
EID_8525,0.1442
EID_5245,0.1244
EID_11791,0.1338
EID_22913,0.148
EID_15587,0.1407
EID_4851,0.1467
EID_3432,0.147
EID_13090,0.1265
EID_15117,0.1268
EID_22004,0.1373
EID_16053,0.1561
EID_16458,0.1456
EID_8021,0.1535
EID_24385,0.1697
EID_7053,0.1703
EID_13544,0.1299
EID_9014,0.1431
EID_9246,0.1409
EID_15642,0.1352
EID_12295,0.1551
EID_7925,0.1461
EID_18473,0.1331
EID_19427,0.1381
EID_17027,0.1291
EID_22093,0.1506
EID_25611,0.1387
EID_20490,0.1407
EID_4204,0.1341
EID_2604,0.1149
EID_16152,0.1672
EID_8563,0.162
EID_18620,0.1548
EID_11012,0.1413
EID_19598,0.1436
EID_13159,0.1337
EID_13171,0.1384
EID_8374,0.1394
EID_9838,0.1533
EID_18489,0.136
EID_17451,0.1468
EID_7269,0.1564
EID_20548,0.1546
EID_9466,0.142
EID_16085,0.1674
EID_24082,0.1614
EID_5078,0.1284
EID_23951,0.161
EID_8327,0.1421
EID_5904,0.1638
EID_11085,0.1515
EID_21437,0.1431
EID_7471,0.1404
EID_12046,0.1478
EID_18653,0.1406
EID_14175,0.1563
EID_5514,0.1564
EID_20148,0.1545
EID_14260,0.1411
EID_15574,0.1475
EID_7287,0.1674
EID_18889,0.1576
EID_13106,0.1455
EID_15448,0.1524
EID_25897,0.1493
EID_23758,0.1376
EID_23208,0.1328
EID_13646,0.125
EID_5467,0.1444
EID_6022,0.1336
EID_10923,0.1428
EID_10408,0.1687
EID_4186,0.1341
EID_22022,0.1291
EID_16390,0.1367
EID_19493,0.1399
EID_12519,0.1483
EID_23549,0.1424
EID_17612,0.1456
EID_25007,0.1482
EID_1949,0.158
EID_23313,0.142
EID_22516,0.1598
EID_21836,0.1502
EID_7268,0.1565
EID_8202,0.1569
EID_6613,0.1259
EID_2596,0.1349
EID_19849,0.1433
EID_11546,0.1501
EID_3942,0.1476
EID_7899,0.1653
EID_4802,0.1494
EID_6725,0.1513
EID_3835,0.1506
EID_9511,0.1419
EID_5757,0.1412
EID_24838,0.1376
EID_15225,0.1572
EID_8238,0.1213
EID_2826,0.1485
EID_20774,0.1289
EID_19311,0.1386
EID_12339,0.1321
EID_1583,0.1577
EID_1033,0.147
EID_10764,0.1493
EID_17203,0.1529
EID_1345,0.1472
EID_4951,0.149
EID_16956,0.151
EID_9203,0.1544
EID_7021,0.1379
EID_8707,0.1451
EID_5209,0.1342
EID_20428,0.1344
EID_10913,0.1464
EID_11507,0.1581
EID_3693,0.1516
EID_22857,0.1257
EID_18744,0.1429
EID_19600,0.1197
EID_21336,0.148
EID_17676,0.1441
EID_1678,0.1384
EID_4889,0.1365
EID_9961,0.1676
EID_23386,0.1393
EID_19835,0.1319
EID_9519,0.1249
EID_5449,0.1555
EID_20640,0.1353
EID_16387,0.1536
EID_20293,0.135
EID_2296,0.1323
EID_11827,0.1447
EID_21522,0.1541
EID_2767,0.159
EID_2873,0.1478
EID_2603,0.1361
EID_2674,0.1415
EID_23682,0.1355
EID_13310,0.1615
EID_6523,0.1369
EID_13056,0.1826
EID_7244,0.1503
EID_1072,0.1439
EID_25833,0.1216
EID_11244,0.1511
EID_22918,0.1439
EID_16735,0.1575
EID_4201,0.1767
EID_5998,0.1399
EID_19254,0.1347
EID_16653,0.1541
EID_11729,0.1504
EID_19573,0.1714
EID_21463,0.1372
EID_5899,0.1453
EID_23613,0.148
EID_8609,0.1223
EID_2660,0.1439
EID_1333,0.1392
EID_3212,0.1524
EID_7830,0.135
EID_4372,0.1251
EID_15955,0.1395
EID_22059,0.1405
EID_22804,0.1322
EID_4700,0.1512
EID_14401,0.1422
EID_19971,0.1512
EID_10684,0.1368
EID_21512,0.1167
EID_16722,0.1341
EID_16012,0.1502
EID_19093,0.1356
EID_25636,0.1566
EID_10567,0.1676
EID_11601,0.1601
EID_25697,0.1583
EID_22131,0.1547
EID_8511,0.1397
EID_18114,0.1365
EID_12784,0.1489
EID_12820,0.1363
EID_4512,0.1381
EID_5837,0.1444
EID_12564,0.1367
EID_16737,0.1392
EID_25986,0.1793
EID_8729,0.1669
EID_4386,0.1598
EID_5223,0.1381
EID_1494,0.1509
EID_22699,0.1396
EID_1083,0.1509
EID_1329,0.1329
EID_3550,0.1499
EID_18845,0.1432
EID_17946,0.1385
EID_1712,0.1408
EID_12024,0.1263
EID_2974,0.1499
EID_12806,0.1459
EID_10396,0.1513
EID_3998,0.1392
EID_22451,0.1355
EID_12242,0.1473
EID_18599,0.1307
EID_9423,0.1489
EID_25347,0.1162
EID_20183,0.1403
EID_18079,0.1197
EID_10059,0.1296
EID_1322,0.1501
EID_18109,0.1465
EID_7325,0.153
EID_6000,0.1456
EID_10760,0.1523
EID_24380,0.1415
EID_7070,0.1685
EID_2796,0.1335
EID_18860,0.1303
EID_13597,0.1373
EID_6858,0.1264
EID_14987,0.1542
EID_8902,0.145
EID_9453,0.1413
EID_20605,0.1445
EID_16020,0.1349
EID_6335,0.1408
EID_1317,0.1318
EID_5575,0.1283
EID_17433,0.1648
EID_6238,0.1461
EID_10734,0.1334
EID_7661,0.1528
EID_9281,0.14
EID_19259,0.1363
EID_9544,0.177
EID_2572,0.1421
EID_12706,0.1572
EID_20500,0.1308
EID_19258,0.133
EID_15915,0.1443
EID_25265,0.1616
EID_16567,0.1618
EID_19553,0.149
EID_25403,0.1261
EID_10354,0.1589
EID_19522,0.1502
EID_20132,0.1548
EID_3363,0.1479
EID_15253,0.1367
EID_8368,0.1228
EID_3883,0.1533
EID_7323,0.1336
EID_16203,0.1585
EID_9080,0.1529
EID_12266,0.1232
EID_13777,0.1409
EID_24876,0.1652
EID_11961,0.1629
EID_25871,0.1518
EID_3563,0.1377
EID_3377,0.1367
EID_19924,0.1401
EID_4070,0.1425
EID_7727,0.1571
EID_2253,0.1529
EID_5056,0.1671
EID_16751,0.1584
EID_2105,0.1361
EID_14078,0.1538
EID_18779,0.1476
EID_2218,0.1546
EID_6130,0.1368
EID_21722,0.1378
EID_17748,0.1504
EID_21322,0.1519
EID_6016,0.1565
EID_20480,0.1407
EID_18843,0.1677
EID_7336,0.1365
EID_4455,0.1267
EID_15206,0.1605
EID_15582,0.1332
EID_22381,0.1455
EID_22606,0.1238
EID_12159,0.1564
EID_10027,0.1329
EID_4107,0.134
EID_18932,0.1404
EID_1321,0.1276
EID_7759,0.138
EID_21961,0.1375
EID_15289,0.1605
EID_23069,0.1446
EID_17187,0.1715
EID_25372,0.141
EID_9787,0.1338
EID_9797,0.1494
EID_10831,0.1477
EID_24620,0.1485
EID_8715,0.151
EID_13459,0.1413
EID_14031,0.1552
EID_14541,0.1617
EID_12395,0.1394
EID_7150,0.1506
EID_14422,0.1395
EID_19060,0.1507
EID_9338,0.1404
EID_21042,0.1398
EID_8011,0.1262
EID_8102,0.1669
EID_11068,0.1471
EID_15461,0.1521
EID_18509,0.1433
EID_5796,0.1618
EID_19905,0.14
EID_21609,0.1467
EID_14873,0.1421
EID_8033,0.1607
EID_21354,0.1544
EID_16377,0.1461
EID_10566,0.1775
EID_4791,0.1083
EID_20944,0.1412
EID_24913,0.151
EID_3868,0.1456
EID_10611,0.1359
EID_21702,0.1345
EID_9472,0.1182
EID_10746,0.1517
EID_17717,0.1719
EID_18535,0.1208
EID_23706,0.1271
EID_7039,0.1421
EID_23797,0.1515
EID_1574,0.1458
EID_5931,0.1447
EID_6468,0.1672
EID_15805,0.1615
EID_2988,0.1298
EID_21966,0.1558
EID_16571,0.1456
EID_10082,0.1392
EID_8359,0.1502
EID_3200,0.1488
EID_2206,0.1599
EID_14234,0.1632
EID_12498,0.1407
EID_12009,0.1512
EID_12486,0.1174
EID_2679,0.1406
EID_25329,0.1398
EID_18268,0.1407
EID_18253,0.1497
EID_11915,0.15
EID_2503,0.1291
EID_22110,0.1461
EID_9344,0.1377
EID_17568,0.1472
EID_1445,0.1514
EID_12971,0.1223
EID_14129,0.1427
EID_22888,0.1564
EID_17510,0.1625
EID_11722,0.1604
EID_18542,0.1436
EID_13158,0.145
EID_2810,0.1385
EID_16559,0.1504
EID_1124,0.1505
EID_2137,0.135
EID_13145,0.1618
EID_14181,0.1431
EID_24695,0.1136
EID_21367,0.1722
EID_13213,0.1551
EID_15852,0.1323
EID_9531,0.154
EID_6197,0.1399
EID_20012,0.1491
EID_10381,0.1531
EID_9136,0.1515
EID_12063,0.1247
EID_22318,0.1425
EID_24047,0.164
EID_5834,0.1743
EID_4763,0.1287
EID_24096,0.1517
EID_13825,0.1449
EID_14326,0.1647
EID_10111,0.148
EID_23362,0.141
EID_8682,0.1212
EID_18727,0.1282
EID_20725,0.1823
EID_15976,0.1303
EID_17626,0.1509
EID_13302,0.1332
EID_11333,0.1468
EID_12305,0.1462
EID_4987,0.1502
EID_12132,0.1227
EID_14163,0.1422
EID_15666,0.1428
EID_19257,0.1478
EID_1591,0.1344
EID_5610,0.134
EID_4835,0.1367
EID_5060,0.1475
EID_15897,0.1507
EID_9771,0.1627
EID_11486,0.1373
EID_14583,0.1636
EID_17832,0.1191
EID_6876,0.1546
EID_18560,0.1371
EID_1091,0.1488
EID_3837,0.1423
EID_8508,0.143
EID_23640,0.1302
EID_13280,0.1439
EID_3352,0.1595
EID_13404,0.1402
EID_23565,0.1539
EID_24526,0.1315
EID_9254,0.1469
EID_8916,0.1389
EID_15227,0.1469
EID_11672,0.1441
EID_8926,0.1277
EID_25125,0.1642
EID_3170,0.1519
EID_24612,0.1477
EID_23932,0.1345
EID_11554,0.1461
EID_19854,0.1396
EID_16362,0.1721
EID_13195,0.157
EID_25559,0.1478
EID_18526,0.1263
EID_23226,0.1265
EID_5873,0.16
EID_11286,0.1459
EID_7573,0.1373
EID_11669,0.1535
EID_12639,0.1601
EID_12309,0.1356
EID_17566,0.1532
EID_3644,0.1479
EID_9921,0.1434
EID_14703,0.1448
EID_19366,0.1679
EID_12449,0.157
EID_24591,0.1287
EID_4698,0.1249
EID_17657,0.1471
EID_24446,0.1638
EID_18528,0.171
EID_8868,0.1732
EID_5820,0.1474
EID_24215,0.1409
EID_19176,0.1463
EID_6578,0.1548
EID_9672,0.1594
EID_10702,0.1606
EID_4741,0.161
EID_24067,0.1358
EID_2416,0.1489
EID_12089,0.1486
EID_8392,0.1828
EID_16766,0.1385
EID_23137,0.1246
EID_24704,0.1462
EID_13184,0.1568
EID_21642,0.1612
EID_8050,0.1535
EID_20432,0.1372
EID_14456,0.1444
EID_7769,0.1314
EID_14077,0.1399
EID_17805,0.1276
EID_14927,0.1475
EID_7995,0.1748
EID_2297,0.1571
EID_7960,0.166
EID_9481,0.1583
EID_2781,0.1358
EID_25571,0.1384
EID_12462,0.147
EID_17761,0.1537
EID_22310,0.1609
EID_15161,0.1453
EID_3361,0.1413
EID_2166,0.1513
EID_1515,0.1583
EID_13787,0.1496
EID_23496,0.1403
EID_7820,0.1494
EID_14433,0.175
EID_9405,0.1345
EID_4195,0.1516
EID_24190,0.1373
EID_20400,0.1504
EID_16111,0.1393
EID_5502,0.169
EID_17381,0.1535
EID_22435,0.1458
EID_3060,0.1476
EID_19197,0.134
EID_13311,0.1522
EID_14282,0.1439
EID_5849,0.134
EID_19845,0.1571
EID_6965,0.1466
EID_5048,0.1774
EID_13766,0.1464
EID_22269,0.161
EID_4363,0.1269
EID_12215,0.1553
EID_14479,0.1365
EID_7348,0.1642
EID_25664,0.1541
EID_4940,0.1446
EID_6877,0.1237
EID_8337,0.1519
EID_1775,0.1493
EID_13938,0.1421
EID_12735,0.1414
EID_16138,0.1408
EID_18586,0.1647
EID_16650,0.1359
EID_18259,0.1573
EID_19144,0.1404
EID_4483,0.1278
EID_10929,0.1649
EID_19882,0.1426
EID_3779,0.1321
EID_18678,0.1446
EID_7168,0.1309
EID_23279,0.1627
EID_17008,0.127
EID_2795,0.1336
EID_1833,0.125
EID_21026,0.1422
EID_20322,0.1442
EID_10026,0.1361
EID_7742,0.1705
EID_21792,0.1444
EID_14341,0.1548
EID_24634,0.1533
EID_3379,0.1537
EID_20627,0.1511
EID_8572,0.1666
EID_15104,0.1213
EID_12426,0.1215
EID_17588,0.1498
EID_20961,0.1389
EID_23260,0.1296
EID_7213,0.1408
EID_11851,0.1435
EID_5696,0.1446
EID_23011,0.152
EID_2035,0.1398
EID_22461,0.1377
EID_23215,0.1587
EID_6913,0.1435
EID_5739,0.1481
EID_19814,0.1418
EID_20320,0.1555
EID_2043,0.1484
EID_21992,0.1532
EID_9324,0.1502
EID_3863,0.1597
EID_7513,0.1531
EID_11120,0.1537
EID_6548,0.1552
EID_23957,0.1479
EID_11408,0.1554
EID_24638,0.138
EID_3908,0.1462
EID_17023,0.1343
EID_10902,0.13
EID_3543,0.1333
EID_3633,0.1526
EID_3394,0.1513
EID_8619,0.1564
EID_13424,0.1424
EID_15405,0.1393
EID_21727,0.1464
EID_18916,0.1496
EID_3335,0.1612
EID_2811,0.1351
EID_8620,0.1464
EID_3249,0.1227
EID_22140,0.1193
EID_18934,0.1281
EID_24271,0.1194
EID_2164,0.1374
EID_22961,0.1409
EID_25318,0.142
EID_23064,0.1394
EID_1056,0.1455
EID_4389,0.1251
EID_6949,0.1549
EID_16133,0.145
EID_8023,0.1402
EID_19426,0.137
EID_12895,0.1405
EID_17667,0.1603
EID_14826,0.1386
EID_8807,0.1389
EID_13977,0.1711
EID_11167,0.1491
EID_22535,0.1569
EID_5357,0.1365
EID_1450,0.1371
EID_24647,0.1278
EID_1516,0.1585
EID_10122,0.1465
EID_2423,0.1617
EID_4276,0.1403
EID_10610,0.153
EID_5840,0.1353
EID_19117,0.1332
EID_1753,0.1657
EID_11679,0.1317
EID_12425,0.1473
EID_21118,0.1338
EID_1348,0.1309
EID_3143,0.131
EID_12153,0.1607
EID_22834,0.1501
EID_14978,0.1449
EID_23361,0.1451
EID_5207,0.1386
EID_8395,0.1612
EID_2440,0.1488
EID_14196,0.1622
EID_16684,0.1637
EID_22520,0.1564
EID_14689,0.1347
EID_22890,0.1431
EID_18695,0.1438
EID_1275,0.1242
EID_6033,0.149
EID_25616,0.1546
EID_6190,0.1542
EID_2964,0.1425
EID_24869,0.1405
EID_3319,0.1554
EID_15857,0.1506
EID_4615,0.1409
EID_23926,0.1521
EID_15506,0.1456
EID_4168,0.127
EID_23593,0.1431
EID_3108,0.1576
EID_22846,0.1443
EID_12618,0.1424
EID_20341,0.1823
EID_15441,0.1498
EID_20278,0.1337
EID_19511,0.1618
EID_7832,0.1269
EID_7775,0.1461
EID_9409,0.1243
EID_11483,0.1669
EID_6657,0.1513
EID_10338,0.1507
EID_7683,0.1517
EID_11854,0.1682
EID_17102,0.1428
EID_9882,0.1617
EID_19326,0.1517
EID_1670,0.1276
EID_17455,0.1537
EID_24867,0.1364
EID_22972,0.1399
EID_4679,0.1464
EID_7172,0.1538
EID_7401,0.1568
EID_13199,0.1621
EID_12244,0.1641
EID_12771,0.1255
EID_7230,0.1578
EID_19736,0.165
EID_2755,0.1347
EID_19126,0.1628
EID_20949,0.1615
EID_4573,0.1456
EID_23671,0.1407
EID_11580,0.1508
EID_15600,0.1234
EID_17577,0.1501
EID_6773,0.1395
EID_9565,0.1377
EID_13401,0.1497
EID_17438,0.1438
EID_7604,0.1529
EID_1215,0.1502
EID_24765,0.1539
EID_2084,0.1235
EID_17898,0.1429
EID_9752,0.1432
EID_19867,0.1362
EID_5430,0.1366
EID_22617,0.134
EID_23590,0.1374
EID_11131,0.1344
EID_1623,0.1413
EID_25390,0.1484
EID_23316,0.1466
EID_11595,0.138
EID_10827,0.1451
EID_14787,0.1634
EID_18290,0.1628
EID_17889,0.1574
EID_7936,0.1387
EID_12044,0.1385
EID_8205,0.12
EID_22950,0.1255
EID_4965,0.1529
EID_24073,0.143
EID_4946,0.1539
EID_14618,0.1406
EID_17692,0.1443
EID_23220,0.1461
EID_24364,0.1436
EID_20216,0.1222
EID_24865,0.1406
EID_11009,0.1575
EID_6889,0.1486
EID_10375,0.1476
EID_11917,0.1692
EID_25323,0.1319
EID_21841,0.1613
EID_25278,0.1491
EID_17857,0.1667
EID_2991,0.1455
EID_23822,0.1392
EID_12098,0.1331
EID_14665,0.144
EID_25373,0.1595
EID_22143,0.1517
EID_4000,0.1366
EID_2951,0.1447
EID_8610,0.1473
EID_6998,0.1565
EID_21972,0.1584
EID_3582,0.1507
EID_18220,0.1223
EID_12381,0.1601
EID_15689,0.1466
EID_12239,0.1713
EID_3987,0.1387
EID_20164,0.1423
EID_1654,0.1478
EID_25583,0.1388
EID_22736,0.1581
EID_22169,0.1744
EID_9495,0.1558
EID_2465,0.1459
EID_1659,0.1491
EID_4509,0.1248
EID_15264,0.1519
EID_9494,0.1512
EID_23657,0.1499
EID_10376,0.1372
EID_25277,0.1487
EID_15121,0.1386
EID_14760,0.1261
EID_9160,0.1583
EID_18574,0.1436
EID_2977,0.1646
EID_4745,0.144
EID_6762,0.1362
EID_2682,0.1397
EID_19172,0.1579
EID_1013,0.1417
EID_1242,0.1495
EID_10336,0.1423
EID_11247,0.1639
EID_4631,0.1299
EID_21660,0.1493
EID_6752,0.1512
EID_14409,0.146
EID_21720,0.141
EID_14495,0.1697
EID_15348,0.1525
EID_9610,0.1481
EID_10629,0.1392
EID_10182,0.1541
EID_10598,0.1251
EID_11065,0.1484
EID_16129,0.1492
EID_15572,0.1556
EID_21059,0.1407
EID_7812,0.1401
EID_15162,0.1511
EID_6911,0.1424
EID_17591,0.141
EID_22638,0.1325
EID_3217,0.1479
EID_10116,0.137
EID_23199,0.1397
EID_18844,0.1488
EID_19931,0.1441
EID_22215,0.1525
EID_14623,0.1753
EID_7884,0.1254
EID_3197,0.1389
EID_11291,0.1759
EID_3320,0.1514
EID_12585,0.153
EID_13592,0.1569
EID_11264,0.1587
EID_6997,0.1572
EID_2327,0.1541
EID_9340,0.1505
EID_14544,0.1364
EID_13055,0.1501
EID_14014,0.1564
EID_7429,0.1361
EID_19008,0.1516
EID_14283,0.1647
EID_10882,0.1617
EID_5194,0.1663
EID_23844,0.1328
EID_22628,0.148
EID_10033,0.1443
EID_13281,0.1544
EID_23871,0.1762
EID_3621,0.1473
EID_12968,0.1616
EID_5819,0.1286
EID_6694,0.1404
EID_17656,0.1642
EID_8888,0.1441
EID_14552,0.1428
EID_15342,0.1617
EID_7728,0.1259
EID_10331,0.1441
EID_5479,0.1454
EID_25526,0.146
EID_12348,0.1494
EID_6196,0.1356
EID_3619,0.1499
EID_11280,0.1419
EID_18119,0.1391
EID_18058,0.1546
EID_20911,0.1494
EID_19840,0.1374
EID_11808,0.1458
EID_16265,0.1399
EID_25976,0.1294
EID_3872,0.1453
EID_23029,0.138
EID_11745,0.1604
EID_9556,0.1392
EID_19748,0.1388
EID_23253,0.1526
EID_16237,0.1394
EID_11694,0.1364
EID_12824,0.1327
EID_12797,0.1387
EID_3524,0.1477
EID_10559,0.1561
EID_22844,0.1608
EID_22281,0.1407
EID_9535,0.1849
EID_1642,0.1427
EID_17630,0.147
EID_15083,0.1481
EID_2690,0.1303
EID_12199,0.1456
EID_3449,0.1547
EID_12097,0.1788
EID_23272,0.1525
EID_6890,0.1646
EID_2438,0.1386
EID_6508,0.1342
EID_10772,0.1257
EID_6076,0.1264
EID_3045,0.1594
EID_24779,0.1224
EID_12553,0.1631
EID_24984,0.1296
EID_17157,0.163
EID_11823,0.1579
EID_4765,0.1503
EID_16143,0.1387
EID_19658,0.1715
EID_12035,0.1395
EID_3481,0.1695
EID_12776,0.1563
EID_21160,0.1432
EID_11127,0.1376
EID_11784,0.1409
EID_17458,0.1407
EID_15653,0.1418
EID_25399,0.1352
EID_8799,0.1456
EID_14529,0.138
EID_19407,0.1273
EID_8224,0.1554
EID_21582,0.1546
EID_14807,0.1502
EID_17338,0.1613
EID_10635,0.1457
EID_16300,0.1507
EID_5155,0.1385
EID_11136,0.1339
EID_7716,0.1597
EID_13041,0.1745
EID_1572,0.1516
EID_2382,0.1322
EID_4568,0.1541
EID_25153,0.1542
EID_20523,0.1661
EID_2332,0.1762
EID_6143,0.13
EID_19549,0.1539
EID_24568,0.1417
EID_23211,0.1568
EID_2342,0.1583
EID_2922,0.1457
EID_6026,0.1422
EID_10107,0.1195
EID_14855,0.1357
EID_18780,0.155
EID_10578,0.1448
EID_3842,0.1522
EID_10225,0.1473
EID_15275,0.1561
EID_10740,0.1293
EID_9483,0.1572
EID_11262,0.1443
EID_24388,0.1501
EID_19271,0.1468
EID_15363,0.1641
EID_16555,0.1532
EID_7387,0.149
EID_2692,0.1153
EID_19754,0.1349
EID_10859,0.1451
EID_16618,0.1523
EID_1697,0.1502
EID_3764,0.1306
EID_4502,0.1479
EID_19240,0.1109
EID_22590,0.155
EID_14056,0.1487
EID_20697,0.1492
EID_2505,0.1696
EID_23288,0.155
EID_23373,0.1262
EID_18878,0.1462
EID_11857,0.1313
EID_25945,0.1323
EID_18242,0.1514
EID_22823,0.1355
EID_5625,0.1489
EID_6702,0.1343
EID_24252,0.1433
EID_12704,0.1598
EID_1770,0.148
EID_10159,0.1281
EID_3702,0.1242
EID_2688,0.1544
EID_19784,0.1371
EID_3636,0.1507
EID_14537,0.1566
EID_4878,0.1577
EID_10260,0.1514
EID_5154,0.1469
EID_21206,0.155
EID_15511,0.1484
EID_8010,0.138
EID_6249,0.1463
EID_7392,0.136
EID_18362,0.1513
EID_14147,0.1526
EID_24826,0.1395
EID_10862,0.1629
EID_3088,0.1403
EID_2871,0.1503
EID_22681,0.1308
EID_3720,0.1486
EID_21540,0.1493
EID_3516,0.1228
EID_10969,0.1673
EID_11396,0.1631
EID_11407,0.1335
EID_19264,0.1491
EID_12406,0.1363
EID_19440,0.1362
EID_22729,0.152
EID_21143,0.1528
EID_19936,0.1627
EID_13997,0.1422
EID_15533,0.1335
EID_22065,0.1493
EID_6600,0.1678
EID_15316,0.1656
EID_10721,0.1426
EID_20630,0.1602
EID_17720,0.162
EID_7692,0.1342
EID_25004,0.1392
EID_1804,0.1476
EID_25207,0.1445
EID_7638,0.148
EID_8179,0.1553
EID_23406,0.1432
EID_19285,0.1371
EID_15333,0.1505
EID_9685,0.1541
EID_15725,0.1633
EID_8302,0.1491
EID_10726,0.1589
EID_6168,0.1382
EID_16711,0.126
EID_24881,0.1505
EID_15281,0.1364
EID_17428,0.1286
EID_2814,0.1435
EID_8717,0.1428
EID_4395,0.1644
EID_22871,0.1651
EID_22152,0.1442
EID_23649,0.129
EID_24748,0.1513
EID_25426,0.1385
EID_13986,0.1424
EID_19704,0.1543
EID_15554,0.1445
EID_23100,0.1581
EID_25408,0.1394
EID_15870,0.1216
EID_4048,0.1596
EID_12712,0.1562
EID_1937,0.1355
EID_14246,0.1581
EID_2569,0.1475
EID_6228,0.1426
EID_21309,0.1543
EID_16971,0.1611
EID_25273,0.1354
EID_8968,0.1285
EID_21475,0.1447
EID_1982,0.1304
EID_23627,0.1493
EID_14209,0.1543
EID_22365,0.1473
EID_21031,0.1376
EID_16883,0.1561
EID_15734,0.1319
EID_20840,0.1474
EID_20792,0.1524
EID_2652,0.1532
EID_3079,0.1294
EID_1425,0.1306
EID_17271,0.1481
EID_22724,0.1645
EID_23964,0.1595
EID_9333,0.1152
EID_12374,0.156
EID_25107,0.1267
EID_22869,0.1513
EID_18753,0.1619
EID_16805,0.125
EID_19994,0.1336
EID_3004,0.1398
EID_12616,0.1661
EID_6090,0.1642
EID_3303,0.1826
EID_9435,0.1531
EID_1838,0.1404
EID_15681,0.1542
EID_17496,0.1626
EID_8456,0.1349
EID_23174,0.1421
EID_8285,0.1329
EID_6547,0.1394
EID_23648,0.1308
EID_7958,0.1353
EID_19299,0.139
EID_8699,0.1373
EID_14528,0.1514
EID_23167,0.1565
EID_25289,0.1306
EID_12802,0.165
EID_15986,0.1466
EID_3609,0.1446
EID_2045,0.142
EID_1788,0.1661
EID_22630,0.1453
EID_10542,0.1588
EID_13101,0.1449
EID_5159,0.1399
EID_18490,0.1547
EID_25693,0.1165
EID_20514,0.14
EID_3713,0.1484
EID_11193,0.1602
EID_6052,0.1453
EID_6986,0.1447
EID_9104,0.1406
EID_23058,0.1589
EID_3156,0.1282
EID_17660,0.1406
EID_17514,0.1447
EID_15370,0.1374
EID_12207,0.1553
EID_7351,0.1448
EID_24727,0.1508
EID_6356,0.1422
EID_15421,0.1626
EID_11772,0.1509
EID_14071,0.1603
EID_16359,0.1496
EID_16919,0.1391
EID_21496,0.1547
EID_10564,0.1466
EID_3773,0.1386
EID_9484,0.1383
EID_13601,0.1329
EID_13843,0.1553
EID_8774,0.1569
EID_7542,0.1521
EID_3388,0.1227
EID_17949,0.1456
EID_1815,0.1374
EID_10479,0.1345
EID_10722,0.1354
EID_3427,0.1522
EID_18205,0.1807
EID_21650,0.1756
EID_23124,0.1359
EID_4294,0.1361
EID_13366,0.1447
EID_13957,0.1449
EID_3578,0.1572
EID_24105,0.1238
EID_13186,0.1515
EID_24214,0.1389
EID_17251,0.1598
EID_23225,0.1357
EID_2152,0.1405
EID_10625,0.1526
EID_2044,0.1406
EID_7201,0.157
EID_2405,0.1833
EID_22716,0.1314
EID_22728,0.1515
EID_21251,0.1537
EID_6915,0.1716
EID_14744,0.1571
EID_15814,0.1383
EID_6659,0.1407
EID_10991,0.1532
EID_6500,0.1311
EID_19121,0.1496
EID_6278,0.1322
EID_13236,0.1395
EID_5382,0.1517
EID_6871,0.1505
EID_5012,0.1417
EID_1268,0.1559
EID_6588,0.1316
EID_22163,0.1471
EID_11121,0.1532
EID_22615,0.1208
EID_7838,0.1585
EID_3344,0.127
EID_25292,0.1343
EID_10730,0.1487
EID_10317,0.1351
EID_13443,0.1704
EID_10988,0.1416
EID_23091,0.1526
EID_1839,0.1345
EID_13892,0.1542
EID_1496,0.1563
EID_15045,0.1733
EID_3744,0.1413
EID_13010,0.1543
EID_9716,0.1531
EID_2993,0.161
EID_23435,0.1325
EID_8587,0.1401
EID_22132,0.1566
EID_21413,0.1606
EID_11881,0.1645
